,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,Capitão Poço,-1.75,-47.06,86.83,64,79,7.2,BR,1608139788
370,Mana,5.66,-53.78,83.53,75,41,8.95,GF,1608139788
371,La Rioja,42.25,-2.5,47.57,76,20,10.29,ES,1608139788
372,Takoradze,4.88,-1.76,81.64,79,99,8.55,GH,1608139788
373,Narsaq,60.92,-46.05,37.4,37,75,46.08,GL,1608139788
374,Anaconda,46.13,-112.94,32.52,55,20,9.17,US,1608139788
375,Lerwick,60.15,-1.15,48.2,93,75,29.97,GB,1608139789
376,Murmashi,68.82,32.81,24.8,92,75,4.47,RU,1608139789
377,Toamasina,-18.17,49.38,77.0,88,20,2.24,MG,1608139789
378,Launceston,-41.45,147.17,50.68,100,90,17.22,AU,1608139789
379,Nioro,13.35,-15.75,96.57,10,11,7.07,GM,1608139789
380,Marawi,8.0,124.29,75.0,93,71,5.99,PH,1608139789
381,Sarankhola,22.31,89.79,68.0,50,0,4.79,BD,1608139790
382,Vardø,70.37,31.11,22.1,100,40,17.22,NO,1608139790
383,Guerrero Negro,27.98,-114.06,60.64,33,0,0.94,MX,1608139505
384,Sukumo,32.93,132.73,35.92,82,55,12.73,JP,1608139593
385,Kedrovyy,56.17,91.82,-14.8,75,0,3.83,RU,1608139790
386,Shenjiamen,29.96,122.3,45.57,64,86,13.06,CN,1608139790
387,San Patricio,28.02,-97.52,53.55,34,1,13.87,US,1608139791
388,Lingao,19.91,109.69,63.34,82,96,11.25,CN,1608139791
389,Itaguaí,-22.85,-43.78,86.0,66,0,11.41,BR,1608139791
390,Dunn,44.95,-91.88,24.75,73,90,5.82,US,1608139791
391,Richards Bay,-28.78,32.04,71.24,80,0,5.84,ZA,1608139697
392,Lafia,8.48,8.52,88.39,16,41,0.45,NG,1608139791
393,Ribas do Rio Pardo,-20.44,-53.76,91.85,41,96,1.19,BR,1608139791
394,Karratha,-20.74,116.85,81.18,75,33,13.62,AU,1608139645
395,Acapulco de Juárez,16.86,-99.89,86.0,55,75,3.56,MX,1608139792
396,Isangel,-19.55,169.27,76.01,82,8,14.85,VU,1608139792
397,Augusto Corrêa,-1.02,-46.63,87.98,58,100,8.5,BR,1608139792
398,Giddalūr,15.35,78.92,70.07,87,43,4.56,IN,1608139792
399,Fairbanks,64.84,-147.72,3.54,38,90,12.75,US,1608139511
400,Alice Springs,-23.7,133.88,83.3,28,53,5.82,AU,1608139792
401,Simga,21.63,81.7,75.2,69,20,5.82,IN,1608139792
402,Tilichiki,60.47,166.1,-1.62,94,99,13.2,RU,1608139793
403,Gawler,-34.6,138.73,62.64,78,39,5.17,AU,1608139793
404,North Bend,43.41,-124.22,47.64,87,90,6.93,US,1608139793
405,Goba,7.02,39.98,50.45,48,11,3.33,ET,1608139793
406,Constitución,-35.33,-72.42,67.39,42,0,11.5,CL,1608139793
407,Khorixas,-20.37,14.97,74.17,42,0,19.19,NA,1608139793
408,Puerto Escondido,15.85,-97.07,82.4,78,5,4.7,MX,1608139794
409,Beringovskiy,63.05,179.32,12.97,95,98,10.71,RU,1608139794
410,Dingle,11.0,122.67,75.15,91,59,8.5,PH,1608139794
411,Sistranda,63.73,8.83,41.0,93,75,4.7,NO,1608139603
412,Broome,42.25,-75.83,24.03,48,90,11.41,US,1608139794
413,Tambovka,50.1,128.05,-7.6,63,0,4.47,RU,1608139794
414,Ladário,-19.0,-57.6,94.71,46,40,4.7,BR,1608139794
415,Gorzów Wielkopolski,52.74,15.23,45.0,81,31,3.0,PL,1608139794
416,Faranah,10.04,-10.74,89.94,34,90,4.36,GN,1608139795
417,Erdenet,49.03,104.08,0.93,88,6,4.12,MN,1608139795
418,Trelew,-43.25,-65.31,76.35,19,0,1.52,AR,1608139795
419,Panguna,-6.32,155.48,69.93,100,99,0.98,PG,1608139795
420,Honiara,-9.43,159.95,77.0,94,40,2.24,SB,1608139551
421,Chunskiy,56.08,99.63,-15.52,87,19,1.88,RU,1608139795
422,Bahía Solano,6.23,-77.4,80.76,77,79,4.83,CO,1608139795
423,Nanortalik,60.14,-45.24,29.57,90,100,12.48,GL,1608139796
424,Boende,-0.22,20.87,82.87,59,82,1.5,CD,1608139796
425,Ankara,39.92,32.85,50.16,62,75,4.7,TR,1608139625
426,Buala,-8.14,159.59,80.2,82,63,5.26,SB,1608139796
427,Salaga,8.55,-0.52,96.08,27,84,3.69,GH,1608139796
428,Grindavik,63.84,-22.43,37.4,86,75,10.29,IS,1608139796
429,Jalu,29.03,21.55,58.17,67,80,6.64,LY,1608139796
430,Cabedelo,-6.98,-34.83,86.0,66,40,14.99,BR,1608139796
431,Corinth,37.94,22.96,54.0,71,41,1.99,GR,1608139797
432,Husavik,66.04,-17.34,35.6,80,75,13.87,IS,1608139797
433,Belogorsk,50.92,128.46,-15.5,85,0,6.08,RU,1608139693
434,Whyalla,-33.03,137.58,64.4,77,90,12.75,AU,1608139797
435,Martapura,-3.42,114.85,77.0,94,90,6.93,ID,1608139797
436,Buriti dos Lopes,-3.17,-41.87,89.6,62,20,21.92,BR,1608139797
437,Matamoros,25.53,-103.25,56.08,24,5,2.19,MX,1608139797
438,Touros,-5.2,-35.46,87.8,58,40,14.99,BR,1608139798
439,Qasigiannguit,68.82,-51.19,24.8,41,20,21.92,GL,1608139798
440,Oktyabr'skiy,54.48,53.47,22.53,96,100,13.62,RU,1608139798
441,Galle,6.04,80.22,78.26,77,62,5.5,LK,1608139798
442,Hasilpur,29.71,72.56,51.06,44,0,7.07,PK,1608139798
443,Lüderitz,-26.65,15.16,73.4,56,0,25.28,NA,1608139798
444,Boulder City,35.98,-114.83,45.52,28,1,3.2,US,1608139798
445,Najrān,17.49,44.13,62.6,29,0,4.7,SA,1608139799
446,Gamba,-2.65,10.0,77.2,84,73,5.79,GA,1608139799
447,Sulzbach-Rosenberg,49.5,11.75,40.55,86,90,5.82,DE,1608139799
448,Kloulklubed,7.04,134.26,78.8,94,75,10.29,PW,1608139799
449,Dubrovnik,42.65,18.09,53.6,81,75,5.82,HR,1608139799
450,Hohhot,40.81,111.65,-4.0,64,0,4.47,CN,1608139800
451,Kumul,42.8,93.45,14.83,74,0,1.36,CN,1608139800
452,Batangafo,7.3,18.28,85.71,16,32,3.53,CF,1608139800
453,Dryden,49.78,-92.75,19.4,85,90,12.75,CA,1608139800
454,Naryan-Mar,67.67,53.09,21.4,97,100,12.17,RU,1608139800
455,Camacha,33.08,-16.33,60.8,82,20,14.99,PT,1608139800
456,Malé,4.17,73.51,82.4,74,40,5.82,MV,1608139801
457,Carrara,44.06,10.06,51.75,92,96,5.01,IT,1608139801
458,Farrukhnagar,17.08,78.2,68.5,94,6,5.82,IN,1608139801
459,Bandarbeyla,9.49,50.81,75.43,73,0,24.0,SO,1608139802
460,Saint-Joseph,-21.37,55.62,77.0,88,0,10.29,RE,1608139802
461,San Quintín,30.48,-115.95,63.84,27,0,2.17,MX,1608139802
462,Ambilobe,-13.2,49.05,77.86,82,54,1.83,MG,1608139802
463,Diffa,13.32,12.61,75.18,19,56,8.52,NE,1608139802
464,Rubiataba,-15.16,-49.8,88.21,47,100,2.71,BR,1608139803
465,Chacabuco,-34.64,-60.47,92.32,11,0,5.55,AR,1608139803
466,Half Moon Bay,37.46,-122.43,49.28,87,40,4.65,US,1608139803
467,Los Corrales de Buelna,43.26,-4.07,51.94,93,90,5.82,ES,1608139804
468,Saldanha,-33.01,17.94,71.6,56,30,24.16,ZA,1608139804
469,Jinchang,38.5,102.17,15.22,85,100,2.28,CN,1608139807
470,Mormugao,15.4,73.8,76.87,68,7,8.48,IN,1608139809
471,Assiut,27.18,31.18,64.4,39,0,6.93,EG,1608139809
472,Nantucket,41.28,-70.1,32.5,55,1,13.87,US,1608139622
473,Nemuro,43.32,145.57,25.77,86,86,26.08,JP,1608139810
474,Esim,4.87,-2.24,79.47,83,98,7.27,GH,1608139812
475,Fayaoué,-20.65,166.53,77.4,74,7,21.12,NC,1608139814
476,San Antonio,29.42,-98.49,48.27,39,1,10.29,US,1608139698
477,Sechura,-5.56,-80.82,79.38,55,15,14.27,PE,1608139815
478,Griffith,41.53,-87.42,30.45,74,90,4.7,US,1608139815
479,Necochea,-38.55,-58.74,78.01,37,4,18.92,AR,1608139815
480,Lamar,33.67,-95.58,36.19,74,90,8.05,US,1608139815
481,Inhambane,-23.86,35.38,80.29,78,40,2.24,MZ,1608139815
482,Kwang Binh,17.48,106.6,63.03,90,100,13.04,VN,1608139816
483,Caravelas,-17.71,-39.25,82.99,60,66,9.53,BR,1608139816
484,Aquiraz,-3.9,-38.39,86.0,66,40,14.99,BR,1608139816
485,Puerto Colombia,10.99,-74.95,89.6,62,40,6.93,CO,1608139817
486,Kraśnik,50.92,22.23,38.03,100,90,8.05,PL,1608139817
487,Chabahar,25.29,60.64,60.8,27,0,4.7,IR,1608139817
488,Gold Coast,-28.0,153.43,72.55,94,75,17.22,AU,1608139817
489,Hargeisa,9.56,44.06,60.39,84,12,12.64,SO,1608139817
490,São Félix do Xingu,-6.64,-51.99,93.27,41,65,3.94,BR,1608139817
491,Pangkalanbuun,-2.68,111.62,74.66,96,100,2.93,ID,1608139818
492,Kommunisticheskiy,61.68,64.48,16.25,97,99,7.34,RU,1608139818
493,Mandalgovi,45.76,106.27,5.49,86,4,12.93,MN,1608139818
494,Mayo,38.89,-76.51,33.26,86,90,10.29,US,1608139819
495,Huangcun,30.01,118.4,32.34,85,93,4.07,CN,1608139819
496,Acaraú,-2.89,-40.12,86.05,62,99,16.35,BR,1608139819
497,Topchikha,52.82,83.12,12.2,85,75,8.95,RU,1608139819
498,Oranjestad,12.52,-70.03,84.2,66,75,18.34,AW,1608139612
499,Novopetrovskoye,55.99,36.47,28.4,92,90,11.18,RU,1608139820
500,Sur,22.57,59.53,68.9,48,1,6.42,OM,1608139820
501,Celestún,20.87,-90.4,79.07,68,17,5.95,MX,1608139820
502,Rincon,32.3,-81.24,45.72,93,90,4.7,US,1608139821
503,Petropavl,54.88,69.16,12.94,95,100,12.21,KZ,1608139821
504,Agadez,19.75,10.25,62.92,28,19,5.26,NE,1608139821
505,Ahipara,-35.17,173.17,56.59,86,3,6.35,NZ,1608139821
506,Swellendam,-34.02,20.44,68.0,64,61,4.7,ZA,1608139821
507,Woodstock,43.13,-80.75,24.57,58,96,4.7,CA,1608139822
508,Rawson,-43.3,-65.1,69.44,31,0,9.33,AR,1608139822
509,Plettenberg Bay,-34.05,23.37,64.24,73,0,3.11,ZA,1608139822
510,Sarandi,-23.44,-51.87,85.24,57,73,6.2,BR,1608139823
511,Iquitos,-3.75,-73.25,87.8,66,75,2.24,PE,1608139823
512,Kapit,2.02,112.93,74.14,94,99,1.28,MY,1608139823
513,Kathu,7.92,98.33,83.3,88,20,2.24,TH,1608139823
514,Labuhan,-6.88,112.21,77.09,87,100,5.46,ID,1608139824
515,Lingsugūr,16.17,76.52,70.75,71,0,10.0,IN,1608139824
516,Las Cruces,32.31,-106.78,40.28,35,1,4.14,US,1608139824
517,Flinders,-34.58,150.86,72.14,93,98,3.0,AU,1608139824
518,Vila Velha,-20.33,-40.29,85.23,62,0,19.46,BR,1608139577
519,Cedar City,37.68,-113.06,21.2,67,1,5.82,US,1608139784
520,Ban Nahin,18.24,104.21,61.61,74,25,4.7,LA,1608139825
521,Peno,56.93,32.74,32.13,98,100,11.32,RU,1608139825
522,Hatillo,18.49,-66.83,82.26,78,40,10.29,PR,1608139825
523,College,64.86,-147.8,2.93,46,90,12.75,US,1608139825
524,Ilūkste,55.98,26.3,37.0,94,100,8.81,LV,1608139826
525,Garhi Khairo,28.06,67.98,56.88,35,0,4.41,PK,1608139826
526,Gulbene,57.18,26.75,37.53,94,100,8.1,LV,1608139826
527,Inírida,3.87,-67.92,89.65,58,70,1.63,CO,1608139826
528,Gorontalo,0.54,123.06,75.76,87,100,3.98,ID,1608139826
529,Goderich,43.75,-81.72,24.8,73,100,17.22,CA,1608139531
530,Chifeng,42.27,118.96,2.93,84,0,7.99,CN,1608139826
531,Morehead,37.27,-87.18,37.71,86,90,4.7,US,1608139827
532,Cap-aux-Meules,47.38,-61.86,23.0,79,100,29.97,CA,1608139827
533,Kargasok,59.06,80.86,8.64,95,99,8.3,RU,1608139827
534,Shelburne,44.08,-80.2,15.82,89,100,15.5,CA,1608139827
535,Petukhovo,55.07,67.9,15.3,95,100,12.82,RU,1608139827
536,Lissone,45.62,9.25,45.7,93,75,3.36,IT,1608139827
537,Ulaanbaatar,47.91,106.88,-18.4,75,7,2.24,MN,1608139828
538,Penzance,50.12,-5.54,47.82,81,20,12.75,GB,1608139828
539,Chicama,-7.84,-79.15,68.0,82,75,10.29,PE,1608139828
540,Salalah,17.02,54.09,77.0,65,20,10.29,OM,1608139828
541,Ancud,-41.87,-73.82,57.92,54,0,10.29,CL,1608139828
542,Yangi Marg`ilon,40.43,71.72,28.4,74,0,4.7,UZ,1608139829
543,Gobabis,-22.45,18.97,89.6,21,76,6.93,NA,1608139829
544,Kidal,18.44,1.41,75.4,19,0,3.33,ML,1608139829
545,Birao,10.28,22.79,78.31,18,16,6.29,CF,1608139829
546,Tamandaré,-8.76,-35.1,82.2,68,100,10.98,BR,1608139829
547,Muhos,64.81,25.99,32.0,96,90,6.93,FI,1608139830
548,Havelock,34.88,-76.9,61.59,100,90,3.36,US,1608139547
549,Belmonte,-15.86,-38.88,82.4,61,20,12.75,BR,1608139830
550,Kristinestad,62.27,21.38,36.59,87,68,8.16,FI,1608139830
551,Qiqihar,47.34,123.97,3.31,82,0,5.5,CN,1608139830
552,Diego de Almagro,-26.37,-70.05,83.62,17,0,15.79,CL,1608139830
553,Los Llanos de Aridane,28.66,-17.92,65.66,60,20,6.93,ES,1608139831
554,Gizo Government Station,-8.1,156.84,83.17,74,88,5.91,SB,1608139831
555,Banjar,-8.19,114.97,78.8,88,40,9.17,ID,1608139831
556,Berbera,10.44,45.01,77.04,73,46,12.48,SO,1608139730
557,Tekirdağ,40.98,27.51,44.6,93,75,11.41,TR,1608139831
558,Praia,14.92,-23.51,78.8,57,75,21.92,CV,1608139832
